time,v(vin),v(vout),i(input),i(r1)
0.00007573237499999984,1,0.5299065928288744,-0.0004700934071711256,0.0004700934071711256
0.00007623237499999984,1,0.5322511983509249,-0.00046774880164907507,0.00046774880164907507
0.00007673237499999984,1,0.534584110079848,-0.00046541588992015206,0.00046541588992015206
0.00007723237499999984,1,0.5369053863388012,-0.00046309461366119873,0.00046309461366119873
0.00007773237499999984,1,0.539215085160054,-0.000460784914839946,0.000460784914839946
0.00007823237499999984,1,0.5415132642864378,-0.00045848673571356226,0.00045848673571356226
0.00007873237499999983,1,0.5437999811727897,-0.00045620001882721033,0.0004562000188272103
0.00007923237499999983,1,0.5460752929873893,-0.00045392470701261065,0.00045392470701261065
0.00007973237499999983,1,0.5483392566133874,-0.00045166074338661257,0.00045166074338661257
0.00008023237499999983,1,0.5505919286502284,-0.00044940807134977157,0.00044940807134977157
0.00008073237499999983,1,0.5528333654150652,-0.00044716663458493477,0.00044716663458493477
0.00008123237499999983,1,0.5550636229441671,-0.0004449363770558329,0.0004449363770558329
0.00008173237499999983,1,0.5572827569943208,-0.0004427172430056792,0.0004427172430056792
0.00008223237499999982,1,0.5594908230442245,-0.0004405091769557755,0.0004405091769557755
0.00008273237499999982,1,0.5616878762958742,-0.0004383121237041258,0.0004383121237041258
0.00008323237499999982,1,0.5638739716759447,-0.00043612602832405535,0.00043612602832405535
0.00008373237499999982,1,0.5660491638371619,-0.0004339508361628382,0.00043395083616283814
0.00008423237499999982,1,0.5682135071596698,-0.00043178649284033026,0.0004317864928403302
0.00008473237499999982,1,0.5703670557523897,-0.00042963294424761033,0.00042963294424761033
0.00008523237499999982,1,0.5725098634543727,-0.00042749013654562733,0.0004274901365456273
0.00008573237499999981,1,0.5746419838361464,-0.0004253580161638536,0.0004253580161638536
0.00008623237499999981,1,0.5767634702010533,-0.0004232365297989467,0.00042323652979894664
0.00008673237499999981,1,0.5788743755865841,-0.000421125624413416,0.00042112562441341594
0.00008723237499999981,1,0.5809747527657032,-0.0004190252472342968,0.0004190252472342968
0.00008773237499999981,1,0.5830646542481684,-0.0004169353457518316,0.0004169353457518316
0.00008823237499999981,1,0.5851441322818434,-0.00041485586771815666,0.00041485586771815666
0.0000887323749999998,1,0.5872132388540037,-0.00041278676114599633,0.00041278676114599633
0.0000892323749999998,1,0.589272025692637,-0.0004107279743073629,0.000410727974307363
0.0000897323749999998,1,0.5913205442677362,-0.0004086794557322639,0.00040867945573226384
0.0000902323749999998,1,0.5933588457925854,-0.00040664115420741464,0.00040664115420741464
0.0000907323749999998,1,0.5953869812250412,-0.00040461301877495887,0.0004046130187749588
0.0000912323749999998,1,0.5974050012688065,-0.0004025949987311935,0.00040259499873119355
0.0000917323749999998,1,0.5994129563746976,-0.00040058704362530236,0.0004005870436253024
0.0000922323749999998,1,0.6014108967419061,-0.0003985891032580939,0.00039858910325809394
0.0000927323749999998,1,0.6033988723192532,-0.00039660112768074684,0.00039660112768074684
0.0000932323749999998,1,0.6053769328064388,-0.00039462306719356124,0.00039462306719356124
0.00009373237499999979,1,0.6073451276552844,-0.00039265487234471565,0.00039265487234471565
0.00009423237499999979,1,0.6093035060709687,-0.0003906964939290313,0.00039069649392903125
0.00009473237499999979,1,0.6112521170132581,-0.00038874788298674193,0.0003887478829867419
0.00009523237499999979,1,0.6131910091977305,-0.00038680899080226953,0.0003868089908022695
0.00009573237499999979,1,0.6151202310969935,-0.00038487976890300645,0.00038487976890300645
0.00009623237499999979,1,0.6170398309418962,-0.0003829601690581038,0.00038296016905810384
0.00009673237499999978,1,0.6189498567227345,-0.00038105014327726545,0.0003810501432772655
0.00009723237499999978,1,0.6208503561904515,-0.0003791496438095485,0.00037914964380954854
0.00009773237499999978,1,0.6227413768578308,-0.00037725862314216916,0.00037725862314216916
0.00009823237499999978,1,0.6246229660006846,-0.0003753770339993155,0.00037537703399931544
0.00009873237499999978,1,0.6264951706590353,-0.0003735048293409647,0.00037350482934096475
0.00009923237499999978,1,0.6283580376382919,-0.00037164196236170815,0.0003716419623617081
0.00009973237499999978,1,0.6302116135104201,-0.00036978838648957994,0.0003697883864895799
0.00010023237499999977,1,0.6320559446151064,-0.00036794405538489365,0.0003679440553848936
0.00010073237499999977,1,0.6338910770609164,-0.00036610892293908364,0.0003661089229390836
0.00010123237499999977,1,0.635717056726448,-0.0003642829432735521,0.00036428294327355205
0.00010173237499999977,1,0.637533929261478,-0.000362466070738522,0.000362466070738522
0.00010223237499999977,1,0.6393417400881038,-0.0003606582599118962,0.0003606582599118961
0.00010273237499999977,1,0.6411405344018787,-0.00035885946559812136,0.0003588594655981213
0.00010323237499999977,1,0.6429303571729416,-0.0003570696428270584,0.00035706964282705846
0.00010373237499999976,1,0.6447112531471414,-0.0003552887468528586,0.00035528874685285863
